split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Ovalo,1,,,-4.675,2.24,-0.34,2.205,,-0.907,5.601,-0.349,5.049,9.502,,,,
train,Ovalo,1,,,-6.579,-0.538,1.78,3.785,,-4.77,3.646,-0.354,5.033,9.422,,,,
train,Ovalo,2,,,-3.595,4.142,3.154,6.236,,1.345,1.647,3.176,5.535,6.1,,,,
train,Ovalo,2,,,2.486,5.578,3.197,2.954,,-1.096,0.598,3.174,6.135,6.692,,,,
train,Ovalo,2,,,-3.516,5.265,3.153,5.211,,1.345,1.647,3.176,6.061,7.227,,,,
train,Ovalo,1,,,-1.059,2.119,-0.345,5.946,,-5.264,-0.553,1.039,5.171,7.993,,,,
test,Leilani,0,,,-16.12,-6.638,-0.138,5.978,,0.187,-6.838,-0.122,16.309,19.474,,,,
test,Leilani,0,,,-16.031,-4.044,-0.128,5.793,,13.588,3.251,-0.155,30.504,43.493,,,,
test,Leilani,0,,,13.247,-1.251,-0.138,3.059,,5.556,-9.482,-0.131,11.265,23.531,,,,
test,Leilani,0,,,-15.615,7.279,-0.137,4.175,,0.133,-4.246,-0.126,19.514,26.494,,,,
test,Leilani,0,,,-14.292,-8.433,-0.134,0.428,,11.578,0.047,-0.141,27.224,33.238,,,,
test,Leilani,0,,,-8.235,5.117,-0.112,2.955,,17.501,-5.736,-0.156,27.931,34.79,,,,
test,Leilani,0,,,-8.053,-8.406,-0.123,2.818,,-2.096,-12.804,-0.143,7.405,10.346,,,,
test,Leilani,0,,,-16.028,1.162,-0.146,6.119,,-15.615,7.279,-0.137,6.131,6.133,,,,
test,Leilani,0,,,-1.363,3.89,-0.133,3.758,,13.365,-12.957,-0.147,22.377,29.218,,,,
test,Leilani,0,,,-1.363,3.89,-0.133,3.758,,-13.03,4.865,-0.135,11.708,12.561,,,,
test,Leilani,0,,,-5.066,3.739,-0.138,1.156,,2.407,-0.128,-0.129,8.414,8.923,,,,
test,Leilani,0,,,-5.066,3.739,-0.138,1.156,,4.749,-8.43,-0.126,15.634,19.716,,,,
test,Leilani,0,,,-13.03,4.865,-0.135,1.475,,13.247,-1.251,-0.138,26.98,32.395,,,,
test,Leilani,0,,,-3.042,6.999,-0.136,5.502,,13.339,-9.71,-0.151,23.399,29.505,,,,
test,Leilani,0,,,17.501,-5.736,-0.156,3.683,,4.075,1.385,-0.131,15.198,21.097,,,,
test,Leilani,0,,,-15.968,-1.289,-0.131,5.976,,-3.136,2.804,-0.148,13.469,18.783,,,,
test,Leilani,0,,,-0.555,-9.582,-0.126,1.405,,10.383,-8.407,-0.145,11.001,13.648,,,,
test,Leilani,0,,,13.365,-12.957,-0.147,3.226,,3.581,-11.835,-0.154,9.849,16.86,,,,
test,Leilani,0,,,-17.255,1.197,-0.132,3.524,,5.7,5.165,-0.122,23.295,31.377,,,,
test,Leilani,0,,,-8.542,3.689,-0.139,1.079,,-17.255,1.197,-0.132,9.063,11.099,,,,
test,Leilani,0,,,-19.512,7.323,-0.139,4.51,,-6.643,-0.753,-0.125,15.193,20.857,,,,
test,Leilani,0,,,-15.931,3.642,-0.158,1.592,,17.501,-5.736,-0.156,34.723,41.758,,,,
test,Leilani,0,,,10.383,-8.407,-0.145,3.436,,5.7,5.165,-0.122,14.357,27.305,,,,
test,Leilani,0,,,-11.865,-6.891,-0.12,2.57,,13.588,3.251,-0.155,27.399,38.682,,,,
test,Leilani,0,,,-19.612,0.167,-0.138,4.65,,4.075,1.385,-0.131,23.719,30.169,,,,
test,Leilani,0,,,0.714,6.941,-0.138,0.289,,7.935,-8.369,-0.123,16.927,22.549,,,,
test,Leilani,0,,,-13.03,4.865,-0.135,1.475,,-6.141,-15.31,-0.133,21.32,32.594,,,,
test,Leilani,0,,,-15.968,-1.289,-0.131,5.976,,0.23,-8.415,-0.134,17.697,24.372,,,,
test,Leilani,0,,,13.258,-8.26,-0.147,2.198,,14.743,-13.872,-0.153,5.805,6.352,,,,
test,Leilani,0,,,0.343,2.416,-0.132,2.967,,-8.943,2.59,-0.126,9.287,10.294,,,,
test,Leilani,0,,,-9.317,-12.214,-0.137,4.709,,7.935,-8.369,-0.123,17.675,20.001,,,,
test,Leilani,0,,,-2.17,-9.545,-0.126,0.71,,4.891,-0.006,-0.122,11.869,15.484,,,,
test,Leilani,0,,,-6.847,4.699,-0.14,3.448,,0.133,-4.246,-0.126,11.346,14.001,,,,
test,Leilani,0,,,-15.931,3.642,-0.158,1.592,,0.187,-6.838,-0.122,19.226,25.409,,,,
test,Leilani,0,,,3.4,7,-0.134,6.24,,13.588,3.251,-0.155,10.856,20.771,,,,
test,Leilani,0,,,-8.542,3.689,-0.139,1.079,,0.204,-11.431,-0.148,17.467,22.833,,,,
test,Leilani,0,,,-9.11,-15.287,-0.131,4.66,,3.4,7,-0.134,25.558,33.419,,,,
test,Leilani,0,,,8.244,-0.079,-0.119,1.961,,16.396,3.551,-0.147,8.924,13.007,,,,
test,Leilani,0,,,-19.576,3.161,-0.143,4.018,,12.611,7.727,-0.144,32.51,43.51,,,,
test,Leilani,0,,,13.303,-4.263,-0.142,2.723,,3.093,-16.038,-0.133,15.586,20.391,,,,
test,Leilani,0,,,-19.512,7.323,-0.139,4.51,,4.077,-9.502,-0.135,28.975,39.395,,,,
test,Leilani,0,,,-17.255,1.197,-0.132,3.524,,10.227,-9.622,-0.137,29.535,39.428,,,,
test,Leilani,0,,,-14.469,-6.708,-0.132,3.408,,14.557,-0.451,-0.14,29.693,43.345,,,,
test,Leilani,0,,,-19.576,3.161,-0.143,4.018,,10.383,-8.407,-0.145,32.115,41.243,,,,
test,Leilani,0,,,-2.986,3.698,-0.133,4.352,,-5.981,-10.871,-0.149,14.874,25.165,,,,
test,Leilani,0,,,-8.053,-8.406,-0.123,2.818,,11.578,0.047,-0.141,21.373,26.999,,,,
test,Leilani,0,,,-6.643,-0.753,-0.125,1.519,,-3.042,6.999,-0.136,8.548,13.951,,,,
test,Leilani,0,,,-9.317,-12.214,-0.137,4.709,,14.557,-0.451,-0.14,26.615,33.999,,,,
test,Leilani,0,,,-8.053,-8.406,-0.123,2.818,,5.699,1.352,-0.13,16.862,21.893,,,,
test,Leilani,0,,,-7.469,2.474,-0.134,0.034,,-16.038,-9.222,-0.145,14.499,22.841,,,,
test,Leilani,0,,,-8.542,3.689,-0.139,1.079,,-2.18,5.155,-0.139,6.529,8.688,,,,
test,Leilani,0,,,-19.612,0.167,-0.138,4.65,,-0.555,-9.582,-0.126,21.406,33.916,,,,
test,Leilani,0,,,-7.2,3.69,-0.142,1.298,,16.396,3.551,-0.147,23.596,29.899,,,,
test,Leilani,0,,,-2.18,5.155,-0.139,2.969,,4.075,1.385,-0.131,7.303,11.095,,,,
test,Leilani,0,,,-19.02,5.844,-0.14,0.772,,8.244,-0.079,-0.119,27.9,32.972,,,,
test,Leilani,0,,,10.271,-11.082,-0.141,4.284,,11.752,4.607,-0.164,15.759,18.577,,,,
test,Leilani,0,,,-2.096,-12.804,-0.143,5.884,,11.578,0.047,-0.141,18.765,25.427,,,,
test,Leilani,0,,,-20.093,-8.537,-0.131,4.85,,17.359,-13.892,-0.145,37.833,42.518,,,,
test,Leilani,0,,,4.749,-8.43,-0.126,5.443,,10.227,-9.622,-0.137,5.606,6.859,,,,
test,Leilani,0,,,-6.643,-0.753,-0.125,1.519,,-6.847,4.699,-0.14,5.455,5.641,,,,
test,Leilani,0,,,-15.615,7.279,-0.137,4.175,,-9.11,-15.287,-0.131,23.485,31.632,,,,
test,Leilani,0,,,-7.469,2.474,-0.134,0.034,,9.591,-15.141,-0.151,24.522,35.643,,,,
test,Leilani,0,,,-13.197,7.632,-0.125,5.888,,12.611,7.727,-0.144,25.809,37.505,,,,
test,Leilani,0,,,-7.469,2.474,-0.134,0.034,,-2.18,5.155,-0.139,5.93,8.592,,,,
test,Leilani,0,,,-15.968,-1.289,-0.131,5.976,,-13.197,7.632,-0.125,9.341,12.096,,,,
test,Leilani,0,,,-19.02,5.844,-0.14,0.772,,5.556,-9.482,-0.131,28.963,45.939,,,,
test,Leilani,0,,,-16.028,1.162,-0.146,6.119,,0.204,-11.431,-0.148,20.544,32.114,,,,
test,Leilani,0,,,-13.197,7.632,-0.125,5.888,,-4.139,0.218,-0.141,11.705,17.357,,,,
test,Leilani,0,,,0.714,6.941,-0.138,0.289,,-9.317,-12.214,-0.137,21.623,26.939,,,,
test,Leilani,0,,,-19.02,5.844,-0.14,0.772,,13.258,-8.26,-0.147,35.224,46.437,,,,
test,Leilani,0,,,0.343,2.416,-0.132,2.967,,-3.248,-15.44,-0.142,18.213,19.146,,,,
test,Leilani,0,,,-13.03,4.865,-0.135,1.475,,-17.56,-9.283,-0.141,14.855,18.798,,,,
test,Leilani,0,,,-14.469,-6.708,-0.132,3.408,,7.935,-8.369,-0.123,22.466,29.345,,,,
test,Leilani,0,,,-19.512,7.323,-0.139,4.51,,5.699,1.352,-0.13,25.908,31.404,,,,
test,Leilani,0,,,10.227,-9.622,-0.137,3.7,,5.213,-12.157,-0.143,5.618,12.174,,,,
test,Leilani,0,,,-15.931,3.642,-0.158,1.592,,5.542,3.763,-0.128,21.474,26.271,,,,
test,Leilani,0,,,-15.931,3.642,-0.158,1.592,,-6.643,-0.753,-0.125,10.275,13.308,,,,
test,Leilani,0,,,-8.943,2.59,-0.126,5.423,,5.556,-9.482,-0.131,18.866,32.374,,,,
test,Leilani,0,,,-9.11,-15.287,-0.131,4.66,,-2.096,-12.804,-0.143,7.441,7.441,,,,
test,Leilani,0,,,-13.197,7.632,-0.125,5.888,,6.935,-15.395,-0.145,30.587,40.308,,,,
test,Leilani,0,,,-6.643,-0.753,-0.125,1.519,,4.077,-9.502,-0.135,13.837,27.691,,,,
test,Leilani,0,,,-5.066,3.739,-0.138,1.156,,11.752,4.607,-0.164,16.84,22.658,,,,
test,Leilani,0,,,-16.12,-6.638,-0.138,5.978,,0.714,6.941,-0.138,21.628,28.543,,,,
test,Leilani,0,,,-17.56,-9.283,-0.141,5.121,,13.339,-9.71,-0.151,30.902,32.361,,,,
test,Leilani,0,,,0.343,2.416,-0.132,2.967,,-15.615,7.279,-0.137,16.682,20.164,,,,
test,Leilani,0,,,0.171,0.021,-0.125,0.77,,4.749,-8.43,-0.126,9.611,12.03,,,,
test,Leilani,0,,,-14.469,-6.708,-0.132,3.408,,6.935,-15.395,-0.145,23.1,35.143,,,,
test,Leilani,0,,,-8.235,5.117,-0.112,2.955,,0.276,-14.179,-0.146,21.089,25.927,,,,
test,Leilani,0,,,-14.469,-6.708,-0.132,3.408,,13.258,-8.26,-0.147,27.77,34.667,,,,
test,Leilani,0,,,-8.542,3.689,-0.139,1.079,,-0.541,5.128,-0.137,8.129,8.668,,,,
test,Leilani,0,,,-2.986,3.698,-0.133,4.352,,-12.722,3.705,-0.139,9.736,9.736,,,,
test,Leilani,0,,,-20.093,-8.537,-0.131,4.85,,6.935,-15.395,-0.145,27.885,34.025,,,,
test,Leilani,0,,,-9.881,0.233,-0.11,0.622,,-20.093,-8.537,-0.131,13.461,28.072,,,,
test,Leilani,0,,,-15.931,3.642,-0.158,1.592,,-11.794,-2.946,-0.132,7.779,22.862,,,,
test,Leilani,0,,,1.929,-8.416,-0.138,5.738,,2.407,-0.128,-0.129,8.302,11.45,,,,
test,Leilani,0,,,-17.255,1.197,-0.132,3.524,,13.365,-12.957,-0.147,33.734,45.776,,,,
test,Leilani,0,,,-8.235,5.117,-0.112,2.955,,-14.343,-3.212,-0.134,10.329,34.275,,,,
test,Leilani,0,,,-0.541,5.128,-0.137,1.611,,-17.56,-9.283,-0.141,22.3,30.321,,,,
test,Leilani,0,,,-12.722,3.705,-0.139,1.359,,-17.255,1.197,-0.132,5.181,6.92,,,,
test,Leilani,0,,,-16.031,-4.044,-0.128,5.793,,-8.053,-8.406,-0.123,9.092,13.333,,,,
val,Texasville,1,,,-1.984,7.436,-0.333,2.894,,1.75,1.963,-0.314,6.625,8.611,,,,
val,Texasville,1,,,-2.875,-0.426,-0.335,5.087,,2.312,-0.621,-0.39,5.191,5.211,,,,
val,Texasville,1,,,-3.068,2.892,-0.342,2.77,,-0.329,-2.249,-0.389,5.825,6.455,,,,
val,Texasville,1,,,-0.906,-0.721,-0.335,4.719,,-0.133,7.178,-0.312,7.937,8.524,,,,
val,Texasville,1,,,0.166,9.01,-0.302,2.985,,2.191,-2.204,-0.382,11.396,15.159,,,,
val,Texasville,1,,,-0.906,-0.721,-0.335,4.719,,-2.772,4.169,-0.341,5.234,6.625,,,,
val,Texasville,1,,,-0.906,-0.721,-0.335,4.719,,-2.925,8.506,-0.325,9.445,11.743,,,,
val,Texasville,1,,,0.143,-0.141,-0.336,1.56,,-2.726,5.482,-0.339,6.313,8.966,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,-1.97,5.551,-0.338,5.346,7.282,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,2.233,4.654,-0.398,7.239,10.069,,,,
val,Texasville,2,,,-1.61,5.214,2.2,0.688,,1.946,9.039,2.201,5.222,6.338,,,,
val,Texasville,1,,,-1.985,6.541,-0.338,2.746,,2.312,-0.621,-0.39,8.353,12.345,,,,
val,Texasville,1,,,-1.984,7.436,-0.333,2.894,,-0.329,-2.249,-0.389,9.825,11.127,,,,
val,Texasville,1,,,-2.172,8.417,-0.329,4.025,,2.312,-0.621,-0.39,10.09,14.205,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,2.191,-2.204,-0.382,7.053,8.976,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,1.259,-0.384,-0.406,5.216,8.083,,,,
val,Texasville,1,,,-0.133,7.178,-0.312,2.951,,2.312,-0.621,-0.39,8.174,11.744,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,-0.533,5.578,-0.317,5.987,8.72,,,,
val,Texasville,1,,,-2.172,8.417,-0.329,4.025,,2.191,-2.204,-0.382,11.483,15.793,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,0.166,9.01,-0.302,8.352,11.149,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,-0.133,7.178,-0.312,7.575,10.37,,,,
val,Texasville,1,,,0.143,-0.141,-0.336,1.56,,0.166,9.01,-0.302,9.152,9.152,,,,
val,Texasville,1,,,-2.772,4.169,-0.341,3.563,,2.312,-0.621,-0.39,6.986,9.846,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,-2.726,5.482,-0.339,5.085,5.085,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,-2.925,8.506,-0.325,6.929,7.827,,,,
val,Texasville,1,,,-3.068,2.892,-0.342,2.77,,-2.925,8.506,-0.325,5.616,6.429,,,,
val,Texasville,1,,,-3.068,2.892,-0.342,2.77,,2.233,4.654,-0.398,5.587,9.156,,,,
val,Texasville,1,,,-0.906,-0.721,-0.335,4.719,,-1.97,5.551,-0.338,6.361,8.61,,,,
val,Texasville,1,,,0.184,4.697,-0.318,4.182,,-0.329,-2.249,-0.389,6.964,6.964,,,,
val,Texasville,1,,,-2.875,-0.426,-0.335,5.087,,1.679,3.152,-0.403,5.791,7.679,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,1.679,3.152,-0.403,5.99,8.528,,,,
val,Texasville,1,,,-0.533,5.578,-0.317,5.688,,-0.329,-2.249,-0.389,7.829,8.1,,,,
val,Texasville,2,,,1.813,7.164,2.202,2.728,,0.713,1.722,2.25,5.553,5.556,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,1.502,9.215,-0.297,9.221,12.501,,,,
val,Texasville,1,,,0.166,9.01,-0.302,2.985,,0.377,1.925,-0.322,7.089,7.089,,,,
val,Texasville,1,,,2.233,4.654,-0.398,1.559,,2.312,-0.621,-0.39,5.276,10.608,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,-2.172,8.417,-0.329,6.97,7.069,,,,
val,Texasville,1,,,-2.726,5.482,-0.339,3.415,,2.233,4.654,-0.398,5.028,6.638,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,1.679,3.152,-0.403,5.623,9.665,,,,
val,Texasville,2,,,1.946,9.039,2.201,2.751,,0.675,2.638,2.222,6.526,6.641,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,1.75,1.963,-0.314,5.493,8.471,,,,
val,Texasville,1,,,0.126,3.202,-0.32,0.148,,2.191,-2.204,-0.382,5.787,9.35,,,,
val,Texasville,1,,,-3.068,2.892,-0.342,2.77,,-2.172,8.417,-0.329,5.597,5.671,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,0.166,9.01,-0.302,9.353,12.223,,,,
val,Texasville,2,,,1.824,3.396,2.223,0.031,,-1.697,6.999,2.214,5.038,8.282,,,,
val,Texasville,1,,,1.502,9.215,-0.297,1.934,,0.377,1.925,-0.322,7.376,8.44,,,,
val,Texasville,1,,,-1.984,7.436,-0.333,2.894,,2.233,4.654,-0.398,5.052,6.24,,,,
val,Texasville,1,,,-3.068,2.892,-0.342,2.77,,1.502,9.215,-0.297,7.802,11.093,,,,
val,Texasville,1,,,-1.984,7.436,-0.333,2.894,,0.377,1.925,-0.322,5.995,7.237,,,,
val,Texasville,1,,,1.862,5.642,-0.405,3.347,,-0.329,-2.249,-0.389,8.189,9.288,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,-0.533,5.578,-0.317,8.228,10.798,,,,
val,Texasville,2,,,1.824,3.396,2.223,0.031,,-3.435,8.967,2.21,7.662,10.908,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,2.312,-0.621,-0.39,6.167,7.003,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,-1.985,6.541,-0.338,6.288,6.292,,,,
val,Texasville,1,,,-2.772,4.169,-0.341,3.563,,-0.329,-2.249,-0.389,6.867,7.766,,,,
val,Texasville,1,,,-2.875,-0.426,-0.335,5.087,,-0.133,7.178,-0.312,8.083,10.357,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,0.166,9.01,-0.302,11.686,13.975,,,,
val,Texasville,1,,,-2.772,4.169,-0.341,3.563,,1.502,9.215,-0.297,6.613,9.782,,,,
val,Texasville,1,,,-3.068,2.892,-0.342,2.77,,-0.133,7.178,-0.312,5.195,7.888,,,,
val,Texasville,1,,,-2.172,8.417,-0.329,4.025,,2.233,4.654,-0.398,5.794,7.229,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,-0.133,7.178,-0.312,6.619,9.296,,,,
val,Texasville,1,,,1.502,9.215,-0.297,1.934,,1.679,3.152,-0.403,6.066,9.375,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,-1.985,6.541,-0.338,5.219,5.219,,,,
val,Texasville,2,,,1.742,4.938,2.213,0.065,,-3.435,8.967,2.21,6.56,9.367,,,,
val,Texasville,1,,,-2.726,5.482,-0.339,3.415,,2.191,-2.204,-0.382,9.124,12.735,,,,
val,Texasville,1,,,-2.925,8.506,-0.325,4.074,,2.191,-2.204,-0.382,11.869,16.551,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,1.502,9.215,-0.297,10.153,13.575,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,0.377,1.925,-0.322,5.668,6.903,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,-1.985,6.541,-0.338,8.73,8.756,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,-1.97,5.551,-0.338,7.764,9.746,,,,
val,Texasville,1,,,-2.172,8.417,-0.329,4.025,,1.75,1.963,-0.314,7.552,9.599,,,,
val,Texasville,1,,,2.233,4.654,-0.398,1.559,,1.259,-0.384,-0.406,5.132,11.688,,,,
val,Texasville,1,,,-1.97,5.551,-0.338,2.929,,1.502,9.215,-0.297,5.048,6.292,,,,
val,Texasville,1,,,1.862,5.642,-0.405,3.347,,2.191,-2.204,-0.382,7.853,13.142,,,,
val,Texasville,1,,,1.862,5.642,-0.405,3.347,,1.259,-0.384,-0.406,6.056,12.635,,,,
val,Texasville,1,,,-2.772,4.169,-0.341,3.563,,0.166,9.01,-0.302,5.663,8.43,,,,
val,Texasville,1,,,-0.906,-0.721,-0.335,4.719,,-0.533,5.578,-0.317,6.31,7.173,,,,
val,Texasville,1,,,-0.533,5.578,-0.317,5.688,,2.312,-0.621,-0.39,6.821,10.394,,,,
val,Texasville,1,,,-2.875,-0.426,-0.335,5.087,,2.191,-2.204,-0.382,5.369,6.799,,,,
val,Texasville,1,,,-2.875,-0.426,-0.335,5.087,,-2.726,5.482,-0.339,5.91,5.936,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,-2.925,8.506,-0.325,8.054,8.911,,,,
val,Texasville,1,,,0.143,-0.141,-0.336,1.56,,-2.772,4.169,-0.341,5.204,7.666,,,,
val,Texasville,2,,,1.946,9.039,2.201,2.751,,-2.875,4.363,1.99,6.719,9.352,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,1.862,5.642,-0.405,9.464,11.958,,,,
val,Texasville,2,,,0.713,1.722,2.25,5.966,,-2.556,7.837,2.209,6.935,11.269,,,,
val,Texasville,1,,,-3.068,2.892,-0.342,2.77,,1.259,-0.384,-0.406,5.427,9.615,,,,
val,Texasville,1,,,-3.694,-2.02,-0.322,0.064,,-0.133,7.178,-0.312,9.863,12.148,,,,
val,Texasville,1,,,-2.875,-0.426,-0.335,5.087,,-1.97,5.551,-0.338,6.045,8.124,,,,
val,Texasville,1,,,0.184,4.697,-0.318,4.182,,2.312,-0.621,-0.39,5.728,9.258,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,1.862,5.642,-0.405,7.573,11.015,,,,
val,Texasville,1,,,-2.925,8.506,-0.325,4.074,,0.126,3.202,-0.32,6.119,7.7,,,,
val,Texasville,1,,,-1.985,6.541,-0.338,2.746,,-0.329,-2.249,-0.389,8.944,10.265,,,,
val,Texasville,1,,,-1.97,5.551,-0.338,2.929,,2.312,-0.621,-0.39,7.513,11.831,,,,
val,Texasville,1,,,-1.984,7.436,-0.333,2.894,,1.259,-0.384,-0.406,8.466,14.286,,,,
val,Texasville,2,,,1.627,5.835,2.208,1.579,,-3.435,8.967,2.21,5.954,8.481,,,,
val,Texasville,1,,,-3.732,1.624,-0.332,1.552,,-0.533,5.578,-0.317,5.086,7.646,,,,
val,Texasville,1,,,-2.925,8.506,-0.325,4.074,,2.233,4.654,-0.398,6.438,7.987,,,,
val,Texasville,1,,,-2.772,4.169,-0.341,3.563,,2.233,4.654,-0.398,5.029,7.845,,,,
val,Texasville,1,,,-3.686,0.488,-0.339,1.217,,1.259,-0.384,-0.406,5.021,7.332,,,,
val,Texasville,1,,,-2.925,8.506,-0.325,4.074,,1.75,1.963,-0.314,8.041,10.357,,,,
val,Sundown,0,,,-4.803,1.011,-0.206,3.999,,0.577,4.312,-0.206,6.312,9.01,,,,
val,Sundown,0,,,-5.066,2.043,-0.213,5.441,,0.577,4.312,-0.206,6.082,7.982,,,,
val,Sundown,0,,,-5.866,0.117,-0.219,3.625,,1.502,6.323,-0.191,9.634,11.963,,,,
val,Sundown,0,,,-3.692,1.534,-0.199,5.346,,1.502,6.323,-0.191,7.066,8.12,,,,
val,Sundown,0,,,-5.866,0.117,-0.219,3.625,,1.014,2.692,-0.197,7.346,8.722,,,,
val,Sundown,0,,,1.014,2.692,-0.197,5.914,,-5.051,2.023,-0.336,6.104,6.282,,,,
val,Sundown,0,,,-6.335,-1.452,-0.215,4.795,,0.075,5.827,-0.193,9.7,12.113,,,,
val,Sundown,0,,,-2.206,1.539,-0.2,5.343,,1.502,6.323,-0.191,6.054,6.634,,,,
val,Sundown,0,,,0.577,4.312,-0.206,6.085,,-5.051,2.023,-0.336,6.077,7.96,,,,
val,Sundown,0,,,1.502,6.323,-0.191,0.952,,-5.066,2.043,-0.213,7.839,9.537,,,,
val,Sundown,0,,,-6.335,-1.452,-0.215,4.795,,1.502,6.323,-0.191,11.04,13.601,,,,
val,Sundown,0,,,1.502,6.323,-0.191,0.952,,-5.051,2.023,-0.336,7.84,9.523,,,,
val,Sundown,0,,,0.075,5.827,-0.193,2.119,,-5.051,2.023,-0.336,6.385,8.035,,,,
val,Sundown,0,,,-5.866,0.117,-0.219,3.625,,-1.267,4.959,-0.191,6.678,8.876,,,,
val,Sundown,0,,,-3.692,1.534,-0.199,5.346,,0.577,4.312,-0.206,5.094,6.525,,,,
val,Sundown,0,,,-5.866,0.117,-0.219,3.625,,0.075,5.827,-0.193,8.24,10.475,,,,
val,Sundown,0,,,-6.335,-1.452,-0.215,4.795,,-2.206,1.539,-0.2,5.099,6.967,,,,
val,Sundown,0,,,-4.803,1.011,-0.206,3.999,,-1.267,4.959,-0.191,5.299,7.486,,,,
val,Sundown,0,,,-5.066,2.043,-0.213,5.441,,1.014,2.692,-0.197,6.114,6.304,,,,
val,Sundown,0,,,-4.756,0.226,-0.218,4.105,,0.577,4.312,-0.206,6.718,9.785,,,,
val,Sundown,0,,,-6.335,-1.452,-0.215,4.795,,0.577,4.312,-0.206,9.001,12.038,,,,
val,Sundown,0,,,-4.756,0.226,-0.218,4.105,,-1.267,4.959,-0.191,5.88,8.261,,,,
val,Sundown,0,,,-3.692,1.534,-0.199,5.346,,0.075,5.827,-0.193,5.712,6.632,,,,
val,Sundown,0,,,-6.335,-1.452,-0.215,4.795,,1.014,2.692,-0.197,8.437,10.36,,,,
val,Sundown,0,,,1.502,6.323,-0.191,0.952,,-3.151,1.544,-0.322,6.672,7.587,,,,
val,Sundown,0,,,-6.335,-1.452,-0.215,4.795,,-1.267,4.959,-0.191,8.173,10.514,,,,
val,Sundown,0,,,-4.803,1.011,-0.206,3.999,,1.014,2.692,-0.197,6.054,7.332,,,,
val,Sundown,0,,,-4.803,1.011,-0.206,3.999,,0.075,5.827,-0.193,6.855,9.085,,,,
val,Sundown,0,,,0.075,5.827,-0.193,2.119,,-5.066,2.043,-0.213,6.383,8.049,,,,
val,Sundown,0,,,-4.756,0.226,-0.218,4.105,,0.075,5.827,-0.193,7.397,9.86,,,,
val,Sundown,0,,,-4.803,1.011,-0.206,3.999,,1.502,6.323,-0.191,8.244,10.573,,,,
val,Sundown,0,,,0.075,5.827,-0.193,2.119,,-3.151,1.544,-0.322,5.364,6.098,,,,
val,Sundown,0,,,-4.756,0.226,-0.218,4.105,,1.502,6.323,-0.191,8.737,11.348,,,,
val,Sundown,0,,,-10.253,3.617,-0.271,3.4,,-10.263,-2.519,-0.28,6.136,6.136,,,,
val,Sundown,0,,,-4.756,0.226,-0.218,4.105,,1.014,2.692,-0.197,6.274,8.107,,,,
val,Sundown,0,,,-5.866,0.117,-0.219,3.625,,0.577,4.312,-0.206,7.688,10.4,,,,
val,Sundown,0,,,-2.206,1.539,-0.2,5.343,,0.075,5.827,-0.193,4.858,5.145,,,,
val,Sundown,0,,,-3.692,1.534,-0.199,5.346,,1.014,2.692,-0.197,4.847,4.847,,,,
val,Sundown,0,,,-9.162,2.151,-0.276,5.392,,-10.263,-2.519,-0.28,4.797,5.605,,,,
val,Sundown,0,,,-1.267,4.959,-0.191,3.605,,-5.051,2.023,-0.336,4.792,6.436,,,,
val,Sundown,0,,,-1.267,4.959,-0.191,3.605,,-5.066,2.043,-0.213,4.789,6.451,,,,
val,Sundown,0,,,0.577,4.312,-0.206,6.085,,-3.151,1.544,-0.322,4.645,6,,,,
val,Sundown,0,,,-10.142,2.104,-0.275,2.279,,-10.263,-2.519,-0.28,4.624,4.624,,,,
