 startX, startY, startZ, goalX, goalY, goalZ
-2.132,-0.999,2.782,2.629,5.561,2.813
2.846,0.925,-0.174,-2.669,2.985,-0.152
1.197,0.989,-0.184,2.099,8.02,-0.142
0.757,-2.816,-0.173,-0.551,2.74,-0.14
-3.909,-2.586,2.814,2.629,5.561,2.813
-2.21,1.113,-0.409,-9.582,11.332,-0.442
-8.437,12.393,-0.435,-11.358,7.801,-0.44
-0.318,-0.127,-0.372,-6.723,6.545,-0.461
-0.318,-0.127,-0.372,-7.764,5.678,-0.454
-4.69,-0.074,-0.408,-7.766,8.893,-0.466
-2.163,5.114,-0.442,-9.202,5.338,-0.438
-0.856,13.389,-0.387,-11.358,7.801,-0.44
-0.797,8.827,-0.411,-9.454,14.088,-0.436
-1.35,7.451,-0.523,-5.724,11.345,-0.435
-1.12,1.857,-0.4,-8.437,12.393,-0.435
-11.554,12.73,-0.388,-6.723,6.545,-0.461
-4.364,9.912,-0.461,-9.973,6.619,-0.466
-1.12,1.857,-0.4,-0.819,10.409,-0.398
-3.27,2.242,-0.431,-8.565,6.552,-0.469
-3.316,0.829,-0.424,-9.454,14.088,-0.436
-0.819,10.409,-0.398,-11.38,9.757,-0.433
-2.197,2.157,-0.424,-2.198,13.432,-0.399
-4.366,8.006,-0.461,-13.521,13.603,-0.336
-0.861,11.925,-0.39,-7.789,11.301,-0.442
-3.27,2.242,-0.431,-9.202,5.338,-0.438
-1.12,1.857,-0.4,-6.723,6.545,-0.461
-3.316,0.829,-0.424,-11.554,12.73,-0.388
-5.648,12.547,-0.47,-11.358,7.801,-0.44
-2.21,1.113,-0.409,-1.957,7.462,-0.532
-4.69,-0.074,-0.408,-7.759,10.111,-0.456
-0.856,13.389,-0.387,-4.705,3.253,-0.442
-5.944,14.065,-0.463,-11.473,11.17,-0.425
-0.861,11.925,-0.39,-4.366,8.006,-0.461
-2.163,5.114,-0.442,-7.766,8.893,-0.466
-3.265,13.419,-0.449,-13.521,13.603,-0.336
-2.163,5.114,-0.442,-9.582,11.332,-0.442
-4.705,3.253,-0.442,-9.973,6.619,-0.466
-1.12,1.857,-0.4,-5.944,14.065,-0.463
-2.191,6.388,-0.441,-5.724,11.345,-0.435
-1.12,1.857,-0.4,-7.789,11.301,-0.442
-5.944,14.065,-0.463,-5.221,6.734,-0.451
-4.69,-0.074,-0.408,-13.521,13.603,-0.336
-4.705,3.253,-0.442,-5.724,11.345,-0.435
-0.856,13.389,-0.387,-4.69,-0.074,-0.408
-2.197,2.157,-0.424,-11.473,11.17,-0.425
-0.262,1.15,-0.38,-0.819,10.409,-0.398
-0.318,-0.127,-0.372,-0.797,8.827,-0.411
-2.191,6.388,-0.441,-9.454,14.088,-0.436
-1.35,7.451,-0.523,-11.38,9.757,-0.433
-13.521,13.603,-0.336,-7.764,5.678,-0.454
-9.454,14.088,-0.436,-4.366,8.006,-0.461
-2.144,3.558,-0.429,-8.565,6.552,-0.469
-2.163,5.114,-0.442,-5.944,14.065,-0.463
-1.12,1.857,-0.4,-9.454,14.088,-0.436
-5.944,14.065,-0.463,-7.766,8.893,-0.466
-2.163,5.114,-0.442,-8.437,12.393,-0.435
-0.262,1.15,-0.38,-0.856,13.389,-0.387
-4.366,8.006,-0.461,-11.358,7.801,-0.44
-3.316,0.829,-0.424,-9.582,11.332,-0.442
-4.69,-0.074,-0.408,-11.38,9.757,-0.433
-3.284,6.535,-0.451,-8.437,12.393,-0.435
-0.797,8.827,-0.411,-6.723,6.545,-0.461
-1.12,1.857,-0.4,-4.364,9.912,-0.461
-2.191,6.388,-0.441,-0.856,13.389,-0.387
-0.797,8.827,-0.411,-11.358,7.801,-0.44
-0.856,13.389,-0.387,-11.36,14.128,-0.37
-4.69,-0.074,-0.408,-5.944,14.065,-0.463
-4.705,3.253,-0.442,-5.944,14.065,-0.463
-2.197,2.157,-0.424,-5.724,11.345,-0.435
-2.21,1.113,-0.409,-5.724,11.345,-0.435
-4.733,1.552,-0.427,-5.648,12.547,-0.47
-7.472,14.13,-0.458,-7.764,5.678,-0.454
-4.69,-0.074,-0.408,-11.473,11.17,-0.425
-0.819,10.409,-0.398,-8.565,6.552,-0.469
-4.705,3.253,-0.442,-8.437,12.393,-0.435
-3.265,13.419,-0.449,-4.705,3.253,-0.442
-9.454,14.088,-0.436,-9.973,6.619,-0.466
-0.262,1.15,-0.38,-9.454,14.088,-0.436
-0.861,11.925,-0.39,-5.944,14.065,-0.463
-0.819,10.409,-0.398,-13.521,13.603,-0.336
-0.318,-0.127,-0.372,-3.265,13.419,-0.449
-5.648,12.547,-0.47,-11.38,9.757,-0.433
-9.454,14.088,-0.436,-5.221,6.734,-0.451
-3.316,0.829,-0.424,-0.819,10.409,-0.398
-3.284,6.535,-0.451,-7.472,14.13,-0.458
-2.21,1.113,-0.409,-8.565,6.552,-0.469
-2.191,6.388,-0.441,-0.861,11.925,-0.39
-1.35,7.451,-0.523,-13.521,13.603,-0.336
-4.733,1.552,-0.427,-11.38,9.757,-0.433
-3.27,2.242,-0.431,-11.36,14.128,-0.37
-2.197,2.157,-0.424,-1.957,7.462,-0.532
-4.395,13.435,-0.467,-11.38,9.757,-0.433
-0.861,11.925,-0.39,-4.705,3.253,-0.442
-2.163,5.114,-0.442,-8.565,6.552,-0.469
-4.364,9.912,-0.461,-9.202,5.338,-0.438
-3.284,6.535,-0.451,-7.789,11.301,-0.442
-2.198,13.432,-0.399,-7.766,8.893,-0.466
-1.957,7.462,-0.532,-7.766,8.893,-0.466
-2.197,2.157,-0.424,-1.35,7.451,-0.523
-4.733,1.552,-0.427,-4.364,9.912,-0.461
-4.733,1.552,-0.427,-8.437,12.393,-0.435
-0.262,1.15,-0.38,-13.521,13.603,-0.336
-2.197,2.157,-0.424,-0.861,11.925,-0.39
-2.198,13.432,-0.399,-13.521,13.603,-0.336
-1.12,1.857,-0.4,-3.265,13.419,-0.449
-2.474,2.706,-0.421,4.135,-0.319,-0.381
-4.717,2.143,2.264,2.361,1.287,2.265
0.995,2.412,-0.414,4.107,-5.373,-0.622
1.752,1.965,2.263,-6.084,-1.387,2.274
-3.131,6.69,-0.484,2.733,0.114,-0.407
-5.653,2.331,-0.421,1.357,0.072,-0.407
-0.885,6.629,-0.482,4.451,2.45,-0.374
-4.54,0.935,2.255,2.501,2.609,2.278
-0.879,2.75,-0.424,5.138,0.818,-0.368
-4.56,-0.738,2.258,4.052,1.698,2.288
-0.86,4.021,-0.416,2.733,0.114,-0.407
1.357,0.072,-0.407,4.107,-5.373,-0.622
-6.056,-0.501,2.284,4.244,0.73,2.281
4.451,2.45,-0.374,4.107,-5.373,-0.622
-2.474,2.706,-0.421,3.459,-3.947,-0.637
2.361,1.287,2.265,-6.084,-1.387,2.274
-0.619,3.736,-2.703,-6.164,4.29,-2.728
-3.131,6.69,-0.484,0.93,1.402,-0.412
1.397,6.686,-0.48,3.459,-3.947,-0.637
-0.885,6.629,-0.482,4.069,-2.374,-0.643
-2.474,2.706,-0.421,2.733,0.114,-0.407
-0.885,6.629,-0.482,-1.589,-0.147,-0.568
4.052,1.698,2.288,-2.384,0.446,2.164
0.248,2.556,-2.767,-6.164,4.29,-2.728
5.138,0.818,-0.368,4.107,-5.373,-0.622
-4.717,2.143,2.264,2.501,2.609,2.278
-4.717,2.143,2.264,4.72,-0.131,2.283
-0.879,2.75,-0.424,4.135,-0.319,-0.381
-5.661,4.431,-0.402,2.733,0.114,-0.407
-4.54,0.935,2.255,2.361,1.287,2.265
1.397,6.686,-0.48,4.132,-1.023,-0.377
1.354,4.391,-0.401,-1.589,-0.147,-0.568
-1.143,1.282,-0.426,-5.661,4.431,-0.402
-3.131,6.69,-0.484,4.132,-1.023,-0.377
-4.56,-0.738,2.258,2.119,-0.268,2.243
-5.661,4.431,-0.402,0.93,1.402,-0.412
-3.131,6.69,-0.484,5.138,0.818,-0.368
-2.62,2.669,-0.422,3.459,-3.947,-0.637
-4.717,2.143,2.264,1.752,1.965,2.263
-5.653,2.331,-0.421,0.93,1.402,-0.412
-2.971,-0.685,2.251,4.052,1.698,2.288
-2.62,2.669,-0.422,4.107,-5.373,-0.622
1.354,4.391,-0.401,4.107,-5.373,-0.622
-5.661,4.431,-0.402,1.354,4.391,-0.401
4.244,0.73,2.281,-6.084,-1.387,2.274
0.93,1.402,-0.412,4.107,-5.373,-0.622
-0.841,5.04,-0.449,-1.589,-0.147,-0.568
4.135,-0.319,-0.381,-1.589,-0.147,-0.568
-5.653,2.331,-0.421,-0.86,4.021,-0.416
-3.131,6.69,-0.484,0.995,2.412,-0.414
-0.885,6.629,-0.482,2.733,0.114,-0.407
-5.661,4.431,-0.402,4.135,-0.319,-0.381
-5.661,4.431,-0.402,-1.589,-0.147,-0.568
-2.971,-0.685,2.251,1.752,1.965,2.263
4.135,-0.319,-0.381,4.107,-5.373,-0.622
0.93,1.402,-0.412,3.459,-3.947,-0.637
-0.885,6.629,-0.482,1.357,0.072,-0.407
-2.668,4.45,-0.409,4.135,-0.319,-0.381
-3.131,6.69,-0.484,-1.589,-0.147,-0.568
-4.54,0.935,2.255,4.72,-0.131,2.283
-4.56,-0.738,2.258,4.244,0.73,2.281
-3.131,6.69,-0.484,3.459,-3.947,-0.637
-2.474,2.706,-0.421,4.451,2.45,-0.374
0.995,2.412,-0.414,3.459,-3.947,-0.637
-0.841,5.04,-0.449,4.132,-1.023,-0.377
-1.143,1.282,-0.426,1.397,6.686,-0.48
-2.62,2.669,-0.422,2.733,0.114,-0.407
-1.143,1.282,-0.426,5.138,0.818,-0.368
-5.661,4.431,-0.402,0.995,2.412,-0.414
-6.251,1.701,-2.739,-0.641,1.912,-2.775
-2.62,2.669,-0.422,1.397,6.686,-0.48
-3.131,6.69,-0.484,1.354,4.391,-0.401
-2.608,-1.829,2.264,2.361,1.287,2.265
-2.474,2.706,-0.421,4.107,-5.373,-0.622
-2.62,2.669,-0.422,4.135,-0.319,-0.381
-5.661,4.431,-0.402,1.357,0.072,-0.407
-4.54,0.935,2.255,4.244,0.73,2.281
-4.56,-0.738,2.258,2.361,1.287,2.265
0.995,2.412,-0.414,4.069,-2.374,-0.643
-2.971,-0.685,2.251,2.501,2.609,2.278
4.451,2.45,-0.374,3.459,-3.947,-0.637
-4.56,-0.738,2.258,2.501,2.609,2.278
-0.879,2.75,-0.424,3.459,-3.947,-0.637
1.397,6.686,-0.48,4.451,2.45,-0.374
-2.668,4.45,-0.409,2.733,0.114,-0.407
-3.131,6.69,-0.484,4.069,-2.374,-0.643
-6.285,0.26,-2.737,-0.619,3.736,-2.703
-2.608,-1.829,2.264,1.752,1.965,2.263
-1.589,-0.147,-0.568,4.132,-1.023,-0.377
-2.608,-1.829,2.264,2.501,2.609,2.278
1.354,4.391,-0.401,4.069,-2.374,-0.643
-5.653,2.331,-0.421,1.397,6.686,-0.48
4.451,2.45,-0.374,-1.589,-0.147,-0.568
-2.668,4.45,-0.409,4.107,-5.373,-0.622
-5.653,2.331,-0.421,2.733,0.114,-0.407
-5.603,3.005,-2.755,-0.641,1.912,-2.775
-5.653,2.331,-0.421,4.107,-5.373,-0.622
-5.653,2.331,-0.421,4.135,-0.319,-0.381
-2.668,4.45,-0.409,5.138,0.818,-0.368
-0.86,4.021,-0.416,4.135,-0.319,-0.381
-0.058,1.93,-0.1,-0.925,-3.178,-0.084
-0.412,2.448,-0.14,-0.925,-3.178,-0.084
-0.412,2.448,-0.14,-0.911,-2.102,-0.107
0.312,1.012,-0.145,-0.925,-3.178,-0.084
-0.412,2.448,-0.14,-0.449,-1.77,-0.102
-0.412,2.448,-0.14,-0.45,-1.768,-0.102
-0.058,1.93,-0.1,-0.911,-2.102,-0.107
-0.058,1.93,-0.1,-0.449,-1.77,-0.102
-0.058,1.93,-0.1,-0.45,-1.768,-0.102
0.312,1.012,-0.145,-0.911,-2.102,-0.107
-0.004,0.024,-0.103,-0.925,-3.178,-0.084
-0.412,2.448,-0.14,-0.125,-0.719,-0.102
0.312,1.012,-0.145,-0.449,-1.77,-0.102
0.312,1.012,-0.145,-0.45,-1.768,-0.102
1.73,-0.24,-0.12,2.198,-2.895,-0.125
1.73,-0.241,-0.12,2.198,-2.895,-0.125
-0.058,1.93,-0.1,-0.125,-0.719,-0.102
1.73,-0.24,-0.12,0.834,-2.724,-0.087
1.73,-0.241,-0.12,0.834,-2.724,-0.087
1.73,-0.24,-0.12,1.727,-2.865,-0.101
1.73,-0.241,-0.12,1.727,-2.865,-0.101
-0.125,-0.719,-0.102,-0.925,-3.178,-0.084
-0.004,0.024,-0.103,-0.412,2.448,-0.14
-0.004,0.024,-0.103,-0.911,-2.102,-0.107
-0.004,0.024,-0.103,-0.058,1.93,-0.1
1.73,-0.24,-0.12,0.803,-1.893,-0.064
1.73,-0.241,-0.12,0.803,-1.893,-0.064
-0.004,0.024,-0.103,-0.449,-1.77,-0.102
-0.004,0.024,-0.103,-0.45,-1.768,-0.102
1.795,-1.154,-0.122,0.834,-2.724,-0.087
1.795,-1.154,-0.122,2.198,-2.895,-0.125
0.312,1.012,-0.145,-0.125,-0.719,-0.102
0.803,-1.893,-0.064,2.198,-2.895,-0.125
1.795,-1.154,-0.122,1.727,-2.865,-0.101
-0.412,2.448,-0.14,0.312,1.012,-0.145
-0.125,-0.719,-0.102,-0.911,-2.102,-0.107
-0.45,-1.768,-0.102,-0.925,-3.178,-0.084
-0.449,-1.77,-0.102,-0.925,-3.178,-0.084
1.827,-1.64,-0.095,0.834,-2.724,-0.087
1.73,-0.24,-0.12,1.827,-1.64,-0.095
1.73,-0.241,-0.12,1.827,-1.64,-0.095
0.834,-2.724,-0.087,2.198,-2.895,-0.125
1.727,-2.865,-0.101,0.803,-1.893,-0.064
1.827,-1.64,-0.095,2.198,-2.895,-0.125
1.795,-1.154,-0.122,0.803,-1.893,-0.064
1.827,-1.64,-0.095,1.727,-2.865,-0.101
-0.125,-0.719,-0.102,-0.449,-1.77,-0.102
-0.125,-0.719,-0.102,-0.45,-1.768,-0.102
-0.925,-3.178,-0.084,-0.911,-2.102,-0.107
1.827,-1.64,-0.095,0.803,-1.893,-0.064
-0.004,0.024,-0.103,0.312,1.012,-0.145
-0.399,2.723,-0.14,0.529,1.222,-0.145
1.929,-1.33,-0.095,1.877,-2.732,-0.101
2.092,-1.572,-0.095,1.091,-2.631,-0.087
0.738,1.259,-0.145,-0.488,-2.062,-0.107
1.763,-0.026,-0.12,1.776,-2.802,-0.101
0.055,1.983,-0.1,-0.801,-1.927,-0.107
-0.025,-0.398,-0.102,-0.207,-1.517,-0.102
-0.015,2.738,-0.14,-0.367,-1.419,-0.102
2.077,-1.195,-0.095,2.369,-2.611,-0.125
0.093,-0.33,-0.102,-0.657,-2.701,-0.084
1.836,-0.971,-0.122,2.623,-2.692,-0.125
-0.002,-0.685,-0.102,-0.414,-1.616,-0.107
0.243,2.312,-0.1,-0.826,-1.955,-0.107
0.175,0.047,-0.103,0.08,2.669,-0.14
0.158,0.154,-0.103,-0.255,-1.354,-0.102
1.919,-0.235,-0.12,2.126,-2.731,-0.101
1.743,0.091,-0.12,2.021,-1.391,-0.095
1.905,0.034,-0.12,2.313,-1.583,-0.095
0.332,1.381,-0.145,-0.121,-1.661,-0.102
0.197,-0.388,-0.102,-0.826,-1.661,-0.107
1.862,-0.719,-0.122,2.572,-2.496,-0.125
0.107,0.483,-0.103,-0.154,-1.595,-0.102
2.252,-0.944,-0.122,1.997,-2.561,-0.101
0.254,2.018,-0.1,0.17,-0.474,-0.102
0.661,1.135,-0.145,-0.832,-3.123,-0.084
-0.12,-0.404,-0.102,-0.763,-2.008,-0.107
0.084,2.037,-0.1,-0.782,-2.943,-0.084
0.011,2.942,-0.14,-0.425,-1.652,-0.102
-0.045,-0.284,-0.102,-0.34,-1.399,-0.102
2.129,-0.225,-0.12,0.917,-1.541,-0.064
1.842,-1.461,-0.095,2.022,-2.839,-0.101
0.018,0.222,-0.103,0.646,1.111,-0.145
1.944,-2.555,-0.101,0.948,-1.585,-0.064
1.954,-0.137,-0.12,2.04,-1.417,-0.095
0.205,1.951,-0.1,-0.843,-2.953,-0.084
2.119,0.148,-0.12,2.078,-1.161,-0.095
0.552,1.386,-0.145,0.304,-0.511,-0.102
0.097,-0.361,-0.102,-0.921,-3.166,-0.084
1.781,0.09,-0.12,2.34,-2.794,-0.125
0.338,-0.434,-0.102,0.01,-1.419,-0.102
1.983,-0.132,-0.12,1.73,-2.656,-0.101
2.265,-1.301,-0.095,2.148,-2.402,-0.101
-0.004,2.514,-0.14,-0.275,-1.666,-0.102
0.708,1.187,-0.145,-0.164,-1.367,-0.102
-0.347,-1.403,-0.102,-0.524,-3.157,-0.084
1.947,-0.13,-0.12,2.638,-2.535,-0.125
2.115,-0.076,-0.12,2.312,-2.582,-0.125
0.78,1.333,-0.145,-0.718,-1.674,-0.107
-0.322,2.839,-0.14,0.548,1.142,-0.145
-0.814,3.877,-0.41,2.862,12.05,-0.39
0.757,12.082,-0.379,0.476,5.826,-0.42
2.678,10.565,-0.402,0.476,5.826,-0.42
-0.437,4.759,-0.416,2.678,10.565,-0.402
-0.276,1.344,-0.42,0.389,8.855,-0.412
-0.431,5.732,-0.416,2.678,10.565,-0.402
-0.431,5.732,-0.416,0.757,12.082,-0.379
-0.276,1.344,-0.42,2.862,12.05,-0.39
-0.083,-0.149,-0.412,3.488,8.202,-0.407
-0.083,-0.149,-0.412,1.753,7.158,-0.412
-0.748,2.644,-0.403,0.757,12.082,-0.379
-0.276,1.344,-0.42,2.678,10.565,-0.402
-0.437,4.759,-0.416,2.862,12.05,-0.39
-1.518,9.197,-0.409,3.439,9.85,-0.402
-0.276,1.344,-0.42,3.439,9.85,-0.402
-0.083,-0.149,-0.412,-1.282,7.968,-0.41
-0.748,2.644,-0.403,-1.518,9.197,-0.409
-0.814,3.877,-0.41,3.488,8.202,-0.407
-0.083,-0.149,-0.412,0.757,12.082,-0.379
-0.276,1.344,-0.42,3.488,8.202,-0.407
-0.276,1.344,-0.42,0.256,7.168,-0.418
-0.437,4.759,-0.416,0.961,10.1,-0.406
-0.276,1.344,-0.42,1.753,7.158,-0.412
-0.083,-0.149,-0.412,0.476,5.826,-0.42
-0.814,3.877,-0.41,0.389,8.855,-0.412
-0.748,2.644,-0.403,1.753,7.158,-0.412
-0.083,-0.149,-0.412,0.961,10.1,-0.406
-0.814,3.877,-0.41,3.439,9.85,-0.402
1.753,7.158,-0.412,2.862,12.05,-0.39
-0.748,2.644,-0.403,0.389,8.855,-0.412
-0.814,3.877,-0.41,2.678,10.565,-0.402
0.256,7.168,-0.418,2.862,12.05,-0.39
-0.083,-0.149,-0.412,0.389,8.855,-0.412
-0.748,2.644,-0.403,-1.282,7.968,-0.41
-0.748,2.644,-0.403,3.439,9.85,-0.402
-0.276,1.344,-0.42,0.961,10.1,-0.406
-1.282,7.968,-0.41,2.862,12.05,-0.39
-0.083,-0.149,-0.412,0.256,7.168,-0.418
-0.083,-0.149,-0.412,2.862,12.05,-0.39
-0.276,1.344,-0.42,-1.282,7.968,-0.41
-0.276,1.344,-0.42,-1.518,9.197,-0.409
-0.083,-0.149,-0.412,3.439,9.85,-0.402
-0.083,-0.149,-0.412,2.678,10.565,-0.402
-0.748,2.644,-0.403,2.678,10.565,-0.402
1.753,7.158,-0.412,0.757,12.082,-0.379
-0.431,5.732,-0.416,2.862,12.05,-0.39
2.862,12.05,-0.39,0.476,5.826,-0.42
-0.814,3.877,-0.41,0.757,12.082,-0.379
-0.437,4.759,-0.416,3.488,8.202,-0.407
-0.437,4.759,-0.416,0.757,12.082,-0.379
-0.814,3.877,-0.41,0.961,10.1,-0.406
-0.083,-0.149,-0.412,-0.431,5.732,-0.416
-0.748,2.644,-0.403,2.862,12.05,-0.39
-0.431,5.732,-0.416,3.439,9.85,-0.402
-1.518,9.197,-0.409,3.488,8.202,-0.407
-1.282,7.968,-0.41,3.439,9.85,-0.402
-0.437,4.759,-0.416,3.439,9.85,-0.402
-0.814,3.877,-0.41,-1.518,9.197,-0.409
-0.083,-0.149,-0.412,-1.518,9.197,-0.409
-1.518,9.197,-0.409,2.862,12.05,-0.39
-0.748,2.644,-0.403,3.488,8.202,-0.407
-0.748,2.644,-0.403,0.961,10.1,-0.406
-2.302,5.499,-1.024,1.498,2.717,-3.458
-0.276,1.344,-0.42,0.757,12.082,-0.379
3.439,9.85,-0.402,0.476,5.826,-0.42
0.256,7.168,-0.418,0.757,12.082,-0.379
-0.083,-0.149,-0.412,-0.437,4.759,-0.416
-1.282,7.968,-0.41,3.488,8.202,-0.407
3.488,8.202,-0.407,0.757,12.082,-0.379
-1.282,7.968,-0.41,2.678,10.565,-0.402
-2.291,4.684,-1.55,1.498,2.717,-3.458
-0.748,2.644,-0.403,0.256,7.168,-0.418
-0.431,5.732,-0.416,3.488,8.202,-0.407
-1.282,7.968,-0.41,0.757,12.082,-0.379
-0.431,5.732,-0.416,0.961,10.1,-0.406
-0.437,4.759,-0.416,-1.518,9.197,-0.409
-0.276,1.344,-0.42,0.476,5.826,-0.42
-1.518,9.197,-0.409,2.678,10.565,-0.402
-0.276,1.344,-0.42,-0.431,5.732,-0.416
-2.297,4.146,-1.924,1.498,2.717,-3.458
-2.302,5.499,-1.024,-0.052,2.72,-3.463
0.961,10.1,-0.406,0.476,5.826,-0.42
-0.437,4.759,-0.416,0.389,8.855,-0.412
0.256,7.168,-0.418,2.678,10.565,-0.402
-0.814,3.877,-0.41,1.753,7.158,-0.412
0.256,7.168,-0.418,3.439,9.85,-0.402
-0.814,3.877,-0.41,-1.282,7.968,-0.41
-0.083,-0.149,-0.412,-0.814,3.877,-0.41
0.389,8.855,-0.412,2.862,12.05,-0.39
-2.202,3.387,-2.315,1.498,2.717,-3.458
-1.518,9.197,-0.409,0.476,5.826,-0.42
3.488,8.202,-0.407,2.862,12.05,-0.39
-2.302,5.499,-1.024,-0.865,2.71,-3.266
-1.518,9.197,-0.409,1.753,7.158,-0.412
3.488,8.202,-0.407,0.476,5.826,-0.42
-1.518,9.197,-0.409,0.757,12.082,-0.379
-0.431,5.732,-0.416,-1.518,9.197,-0.409
-2.291,4.684,-1.55,-0.052,2.72,-3.463
1.753,7.158,-0.412,2.678,10.565,-0.402
3.439,9.85,-0.402,0.757,12.082,-0.379
-8.642,-4.397,-1.732,0.881,3.507,-1.723
-7.806,4.451,-1.878,-11.825,-2.195,-1.72
-6.515,0.829,-1.882,-11.825,-2.195,-1.72
-3.862,3.235,-1.165,-10.265,-1.758,-1.734
-7.806,4.451,-1.878,-10.265,-1.758,-1.734
-5.005,0.868,-1.872,0.881,3.507,-1.723
-12.441,2.058,1.105,-4.508,-4.376,1.156
-6.767,2.112,-1.889,0.129,2.59,-1.727
-3.847,4.185,-0.368,-10.533,3.593,-1.864
-3.847,4.185,-0.368,-8.173,0.852,-1.883
-6.515,0.829,-1.882,0.129,2.59,-1.727
-2.815,1.631,-1.877,-12.056,-3.555,-1.714
-11.825,-2.195,-1.72,0.881,3.507,-1.723
-6.128,3.38,-1.887,-12.056,-3.555,-1.714
-3.959,1.071,1.092,-10.326,1.3,1.093
-10.821,-0.406,-1.887,-0.692,1.529,-1.721
-6.128,3.38,-1.887,0.881,3.507,-1.723
-6.767,2.112,-1.889,-10.265,-1.758,-1.734
-1.113,2.645,1.101,-11.796,-0.002,1.088
-7.943,1.726,-1.882,0.129,2.59,-1.727
-3.847,4.185,-0.368,-11.825,-2.195,-1.72
-2.779,1.308,1.095,-11.796,-0.002,1.088
-11.684,1.978,-1.862,-6.759,-0.729,-1.73
-11.905,-0.9,1.094,-4.953,2.007,0.714
-6.515,0.829,-1.882,-9.765,-4.398,-1.727
-9.472,2.66,1.093,-4.508,-4.376,1.156
-9.129,0.808,1.075,-4.508,-4.376,1.156
-8.403,3.121,-1.885,0.881,3.507,-1.723
-2.708,4.088,-1.866,-10.533,3.593,-1.864
0.199,-0.081,1.12,-7.866,0.773,1.077
-11.684,1.978,-1.862,-7.771,-3.634,-1.732
-12.388,0.144,-1.869,-9.765,-4.398,-1.727
-2.708,4.088,-1.866,-8.403,3.121,-1.885
-12.441,2.058,1.105,-4.953,2.007,0.714
-10.533,3.593,-1.864,-10.265,-1.758,-1.734
-10.326,1.3,1.093,-4.508,-4.376,1.156
-10.547,-3.378,1.143,-4.711,-2.017,1.145
-10.547,-3.378,1.143,-4.508,-4.376,1.156
-0.744,3.39,1.105,-11.796,-0.002,1.088
-6.759,-0.729,-1.73,0.881,3.507,-1.723
-11.022,-4.342,-1.72,-0.692,1.529,-1.721
-6.744,4.5,-1.878,-9.765,-4.398,-1.727
-1.113,2.645,1.101,-4.508,-4.376,1.156
0.199,-0.081,1.12,-11.809,-2.913,0.839
-3.845,1.422,-1.879,-11.825,-2.195,-1.72
-10.326,1.3,1.093,-4.953,2.007,0.714
-6.744,4.5,-1.878,-12.388,0.144,-1.869
-2.708,4.088,-1.866,-8.642,-4.397,-1.732
-11.679,3.951,-1.851,-8.642,-4.397,-1.732
-7.806,4.451,-1.878,-6.759,-0.729,-1.73
-11.679,3.951,-1.851,0.129,2.59,-1.727
-11.825,-2.195,-1.72,-6.759,-0.729,-1.73
-6.767,2.112,-1.889,-7.771,-3.634,-1.732
-1.113,2.645,1.101,-12.441,2.058,1.105
-0.744,3.39,1.105,-10.547,-3.378,1.143
-2.815,1.631,-1.877,-10.265,-1.758,-1.734
-1.17,0.853,1.109,-4.456,-3.113,1.15
-0.744,3.39,1.105,-11.945,-1.696,0.836
-8.642,-4.397,-1.732,-2.05,0.889,-1.722
-6.515,0.829,-1.882,-11.679,3.951,-1.851
-10.365,1.846,-1.872,-9.765,-4.398,-1.727
-2.708,4.088,-1.866,-10.821,-0.406,-1.887
-5.005,0.868,-1.872,-11.022,-4.342,-1.72
-11.022,-4.342,-1.72,0.881,3.507,-1.723
-10.547,-3.378,1.143,-4.456,-3.113,1.15
-10.365,1.846,-1.872,-7.771,-3.634,-1.732
-8.173,0.852,-1.883,-8.642,-4.397,-1.732
-2.791,3.126,-1.867,-11.022,-4.342,-1.72
-10.265,-1.758,-1.734,-0.692,1.529,-1.721
0.199,-0.081,1.12,-6.25,0.83,1.089
-4.456,-3.113,1.15,-4.953,2.007,0.714
-2.708,4.088,-1.866,-7.806,4.451,-1.878
-6.744,4.5,-1.878,-11.825,-2.195,-1.72
-12.388,0.144,-1.869,-8.642,-4.397,-1.732
-9.472,2.66,1.093,-4.456,-3.113,1.15
-6.128,3.38,-1.887,0.129,2.59,-1.727
-3.845,1.422,-1.879,-8.642,-4.397,-1.732
-10.365,1.846,-1.872,-0.692,1.529,-1.721
-12.441,2.058,1.105,-10.547,-3.378,1.143
-11.684,1.978,-1.862,-8.642,-4.397,-1.732
-11.945,-1.696,0.836,-4.953,2.007,0.714
-7.943,1.726,-1.882,-11.825,-2.195,-1.72
-6.25,0.83,1.089,-12.441,2.058,1.105
-8.642,-4.397,-1.732,0.129,2.59,-1.727
-10.533,3.593,-1.864,-7.771,-3.634,-1.732
-11.905,-0.9,1.094,-4.508,-4.376,1.156
-11.945,-1.696,0.836,-4.456,-3.113,1.15
-6.515,0.829,-1.882,0.881,3.507,-1.723
-0.744,3.39,1.105,-6.25,0.83,1.089
-4.508,-4.376,1.156,-4.953,2.007,0.714
-9.472,2.66,1.093,-4.752,-0.433,1.147
-1.113,2.645,1.101,-9.129,0.808,1.075
-7.943,1.726,-1.882,-0.692,1.529,-1.721
-4.936,1.095,1.09,-10.326,1.3,1.093
-10.533,3.593,-1.864,-12.056,-3.555,-1.714
-11.679,3.951,-1.851,-2.05,0.889,-1.722
-8.642,-4.397,-1.732,-0.692,1.529,-1.721
-1.17,0.853,1.109,-9.472,2.66,1.093
-11.809,-2.913,0.839,-4.508,-4.376,1.156
